Name;Phone;Email;City;Address;WorkingTime
ИП Геворкян;;;Москва и область;;
ArmPlus;;;Москва и область;;
ДУХОВ;;;Москва и область;;
Стрела;;;Москва и область;;
ИП Стадников Н. Ю.;;;Москва и область;;
Ракета 2;;;Москва и область;;
Алсар;;;Москва и область;;
20-й Таксомоторный парк;;;Москва и область;;
Olimp M;;;Москва и область;;
БИЗНЕС РЕШЕНИЯ АВТО;;;Москва и область;;
SmiLe Taxi;;;Москва и область;;
Такси 2Д;;;Москва и область;;
ИП Один К.В.;;;Москва и область;;
МТА;;;Москва и область;;
Туманян Артур Размикович;;;Москва и область;;
ТАКСИ-ЭКСПРЕС;;;Москва и область;;
kano_мск;;;Москва и область;;
KARAYAZ;;;Москва и область;;
Милана;;;Москва и область;;
Смирновская;;;Москва и область;;
Джиэль Оверсайз;;;Москва и область;;
"ООО ""Автосити""";;;Москва и область;;
Лидер;;;Москва и область;;
ArmElitTaxi;;;Москва и область;;
ТЕХО;;;Москва и область;;
Шаттл;;;Москва и область;;
ПЕГАС ТАКСИ;;;Москва и область;;
Medva;;;Москва и область;;
Такси 0011;;;Москва и область;;
T.DUXOV;;;Москва и область;;
Савва;;;Москва и область;;
ЭЛИТПЛЮС;;;Москва и область;;
АвикаМ;;;Москва и область;;
Кристалл;;;Москва и область;;
Авто-лидер;;;Москва и область;;
ИХЛАС-2;;;Москва и область;;
Фортуна-моментум;;;Москва и область;;
Автолайн;;;Москва и область;;
АВТОСОЮЗ-ПОБЕДА;;;Москва и область;;
Best taxi M;;;Москва и область;;
Маркет;;;Москва и область;;
Эсхата;;;Москва и область;;
ИП ЛАПШИН МАКСИМ;;;Москва и область;;
GRAND;;;Москва и область;;
М.ТАКСИ КОММУНИКАЦИИ;;;Москва и область;;
ЭЛИТА;;;Москва и область;;
Авангард;;;Москва и область;;
Ильменка;;;Москва и область;;
Конкордо;;;Москва и область;;
Маршрут;;;Москва и область;;
ООО АДМ Холдинг;;;Москва и область;;
Gwheels mos;;;Москва и область;;
AVANGARD MSK;;;Москва и область;;
Я и Я Такси;;;Москва и область;;
АВТИМРУС;;;Москва и область;;
Фаворит Столица;;;Москва и область;;
ГОЛИДЖ;;;Москва и область;;
Скорость;;;Москва и область;;
Петербург Такси;;;Москва и область;;
Герой-1;;;Москва и область;;
АЛГА KG;;;Москва и область;;
Капитан Такси;;;Москва и область;;
Жетиген;;;Москва и область;;
Марина;;;Москва и область;;
РЕГИОН 099;;;Москва и область;;
Кронос такси;;;Москва и область;;
Партнер;;;Москва и область;;
''Ампи'';;;Москва и область;;
Солнечное;;;Москва и область;;
Taxi CRAFT;;;Москва и область;;
Стрела;;;Москва и область;;
ПРОСПЕКТ;;;Москва и область;;
Линия Коломна;;;Москва и область;;
Ахпер;;;Москва и область;;
Такси 001;;;Москва и область;;
Такси на Дубровке;;;Москва и область;;
лучший партнер;;;Москва и область;;
ИРБИС;;;Москва и область;;
ИП Ахмедбекова Роза Зафидиновна;;;Москва и область;;
МК;;;Москва и область;;
Djony;;;Москва и область;;
АРТИК;;;Москва и область;;
ИП Малышев Андрей Владимирович;;;Москва и область;;
ТАКСИ ВАН;;;Москва и область;;
Гранд Авто;;;Москва и область;;
TAXI KG7M;;;Москва и область;;
НАШИ УЛИЦЫ;;;Москва и область;;
Орехово1;;;Москва и область;;
Промстрой;;;Москва и область;;
Такси-М;;;Москва и область;;
«ЭкономПарк»;;;Москва и область;;
ПОБЕДА!;;;Москва и область;;
Life taxi;;;Москва и область;;
Смарт Кар;;;Москва и область;;
AERAS;;;Москва и область;;
"""Beluga""";;;Москва и область;;
Майк Такси Москва;;;Москва и область;;
Авеню Такси 3;;;Москва и область;;
Фрегат;;;Москва и область;;
ТеслаМобил;;;Москва и область;;
FixTaxi;;;Москва и область;;
ТАКСОПАРК 2412;;;Москва и область;;
Виват;;;Москва и область;;
ТАВР_ВДНХ;;;Москва и область;;
RAPID;;;Москва и область;;
"ООО ""Формула успеха""";;;Москва и область;;
Столичный Кучер;;;Москва и область;;
Такси Кузнецов;;;Москва и область;;
Черная Молния;;;Москва и область;;
Мажор;;;Москва и область;;
ИП Добря;;;Москва и область;;
ТАКСОМАТ;;;Москва и область;;
Времена года;;;Москва и область;;
Axi;;;Москва и область;;
Такси Пчелка;;;Москва и область;;
Фарсаж;;;Москва и область;;
Барс;;;Москва и область;;
Сокол82;;;Москва и область;;
ИЛКОМ;;;Москва и область;;
Такси Фаэтон;;;Москва и область;;
ИП Аванесян М;;;Москва и область;;
Bir bol U.B.K.;;;Москва и область;;
Такси Вояж;;;Москва и область;;
Avangard_;;;Москва и область;;
Taxfree-;;;Москва и область;;
"ооо ""ТаксиС-Мск";;;Москва и область;;
Автодром;;;Москва и область;;
Алга авто;;;Москва и область;;
Беркут;;;Москва и область;;
Такси 312;;;Москва и область;;
МАРЯМ;;;Москва и область;;
Столица;;;Москва и область;;
Амир;;;Москва и область;;
Regar;;;Москва и область;;
Такси моментум;;;Москва и область;;
АТЛАНТ;;;Москва и область;;
Авто-М;;;Москва и область;;
ИП АСАТРЯН;;;Москва и область;;
Филин Такси;;;Москва и область;;
Трансмира;;;Москва и область;;
Галион;;;Москва и область;;
Таксопарк имеет значение;;;Москва и область;;
ИП Касымбеков Мурат Туратбекович;;;Москва и область;;
Форвард;;;Москва и область;;
ООО Аккерман;;;Москва и область;;
taxi.toha;;;Москва и область;;
ГОРОД 312;;;Москва и область;;
MIXI;;;Москва и область;;
007-2;;;Москва и область;;
EASY TAXI+;;;Москва и область;;
УК Полёт;;;Москва и область;;
Такси-флай;;;Москва и область;;
Акжол;;;Москва и область;;
ИнтерТакси;;;Москва и область;;
07-24-19;;;Москва и область;;
КСЕ;;;Москва и область;;
RaM_Sity;;;Москва и область;;
САПСАН;;;Москва и область;;
Тоолос;;;Москва и область;;
ЯМЩИК;;;Москва и область;;
СПЕЦТРАНС;;;Москва и область;;
МТА-ТАКСИ;;;Москва и область;;
Оптима+;;;Москва и область;;
Taxis750;;;Москва и область;;
Таглайн;;;Москва и область;;
Ястреб;;;Москва и область;;
inTaxi;;;Москва и область;;
Амир;;;Москва и область;;
ООО Алти;;;Москва и область;;
MURAS;;;Москва и область;;
KGpark;;;Москва и область;;
NAVI;;;Москва и область;;
АвторТакси;;;Москва и область;;
02-15-02;;;Москва и область;;
ЗаказТакси.рф;;;Москва и область;;
Сан-Дор;;;Москва и область;;
Таксопарк Армада;;;Москва и область;;
Семь Холмов;;;Москва и область;;
МИРАЖ МОМЕНТУМ;;;Москва и область;;
Элика;;;Москва и область;;
"ООО ""Компания Вист Моторс""";;;Москва и область;;
Быстрое такси 1;;;Москва и область;;
Буркут моментум;;;Москва и область;;
JORGO TAXI;;;Москва и область;;
ТаймТакси;;;Москва и область;;
Такси Арго;;;Москва и область;;
TURBO LED;;;Москва и область;;
FoxTaxi;;;Москва и область;;
sancho;;;Москва и область;;
KG-PARK-312;;;Москва и область;;
Стандарт;;;Москва и область;;
Taxi1771 MOMENT;;;Москва и область;;
Шашечка;;;Москва и область;;
Развитие;;;Москва и область;;
ТОП7;;;Москва и область;;
Мостакси new;;;Москва и область;;
Стрелка;;;Москва и область;;
55В;;;Москва и область;;
Такси Голд Кар;;;Москва и область;;
АВТОСОЮЗ-ДРАЙВ;;;Москва и область;;
Муслим;;;Москва и область;;
Звезда19;;;Москва и область;;
ЭТАЛОН +;;;Москва и область;;
sochi-isaev;;;Москва и область;;
МСК Такси;;;Москва и область;;
PLATINUM.;;;Москва и область;;
Skat Такси;;;Москва и область;;
Такси Гепард М;;;Москва и область;;
Филин М;;;Москва и область;;
ТК-Лидер-М;;;Москва и область;;
Эконом-Парк;;;Москва и область;;
Таксо-;;;Москва и область;;
Линник Вита Леонидовна;;;Москва и область;;
UP СЕРВИС;;;Москва и область;;
Bombila-;;;Москва и область;;
бизнес;;;Москва и область;;
Центральная транспортная служба;;;Москва и область;;
Реми-м;;;Москва и область;;
TAXI-work;;;Москва и область;;
СТИ ТАКСИ;;;Москва и область;;
Маяк;;;Москва и область;;
ГОРОД-21 МОМЕНТУМ;;;Москва и область;;
Вертикаль;;;Москва и область;;
eshata;;;Москва и область;;
ИП Гузанов И.В.;;;Москва и область;;
Интерпрайз;;;Москва и область;;
МХ-ГРУПП;;;Москва и область;;
Taxi-Gold;;;Москва и область;;
Риалтакси;;;Москва и область;;
Азар;;;Москва и область;;
TAXI UZB;;;Москва и область;;
Саноян Mockov;;;Москва и область;;
1 ТМП;;;Москва и область;;
ИП Данилов А.С.;;;Москва и область;;
ООО Симпл Такси;;;Москва и область;;
Москва Рулит;;;Москва и область;;
Бизнес Партнёр;;;Москва и область;;
соло_раменское;;;Москва и область;;
m2;;;Москва и область;;
ООО Яркий мир;;;Москва и область;;
ИП Эсенова СМ;;;Москва и область;;
Таксопарк №15;;;Москва и область;;
Яавто;;;Москва и область;;
OPEL;;;Москва и область;;
Астра;;;Москва и область;;
Я.МСК;;;Москва и область;;
Первый Парк;;;Москва и область;;
Tez;;;Москва и область;;
BioRost;;;Москва и область;;
ИП_Паталиев;;;Москва и область;;
T-city;;;Москва и область;;
Z.TAXI;;;Москва и область;;
СимБа;;;Москва и область;;
Ночь и день;;;Москва и область;;
Командир;;;Москва и область;;
Момент;;;Москва и область;;
правДА;;;Москва и область;;
ИП Морозов Д. А.;;;Москва и область;;
Jazz.Taxi;;;Москва и область;;
FOXTROT;;;Москва и область;;
Люксмен;;;Москва и область;;
ST-такси;;;Москва и область;;
УМАР;;;Москва и область;;
Raiff Такси;;;Москва и область;;
Русская тройка;;;Москва и область;;
Анналайн 2;;;Москва и область;;
Гарант;;taxigion@yandex.ru;Набережные Челны;пр-кт Сююмбике, д.2/19, 4 этаж, офис №4;
СПРИНТ;;sergey9982@mail.ru;Набережные Челны;пр-кт Набережночелнинский, д. 64;
Класс;;rusism89@gmail.com;Набережные Челны;;
Альфа;;rafaelrafael116116@yandex.ru;Набережные Челны;;
Victory;;Liga-pressnk@yandex.ru;Набережные Челны;;
ВИН;;dionis-2000@yandex.ru;Набережные Челны;;
ИП Кирилловых С.Г.;;skurillovyh@yandex.ru;Нижний Новгород и область;ул. Станиславского, 1.;
Друзья;;mar.bug2014@yandex.ru;Нижний Новгород и область;ул. Борская, 17к4, этаж 2.;
ЭсДжет;;sjet152rus@yandex.ru;Нижний Новгород и область;;
Пегас;;Transmedservice@bk.ru;Нижний Новгород и область;ул. Верхне-Печерская, 5.;
ИП Васильева Е.С.;;VasilievaKaterina2016@yandex.ru;Нижний Новгород и область;ул. Народная, 80к1.;
ИП Ларин Евгений Алексеевич;;larin-ttt@mail.ru;Нижний Новгород и область;ул. Кирова, д. 69;
DalexCar;;dalexcar@yandex.ru;Нижний Новгород и область;ул. Героя Советского Союза Поющева, 16, офис 34.;
TAXI-ЧАС;;taxi-chas@yandex.ru;Нижний Новгород и область;ул. пр-т Ленина, д.98,  офис 221;
ООО Успех;;bkokin@yandex.ru;Нижний Новгород и область;ул.  Ленина, д.109, офис 310;
ПутиНН;;p.u.t.i.n.n@yandex.ru;Нижний Новгород и область;ул. Карла Маркса, 19, офис 301.;
ПРЕСТИЖ;;prestige-saransk@yandex.ru;Нижний Новгород и область;;
Уберлин;;driver@uberlin.ru;Нижний Новгород и область;;
Вега;;a.syryamin@yandex.ru;Нижний Новгород и область;;
Сити Такси Регион;;sittaxi2@yandex.ru;Нижний Новгород и область;ул. Алексеевская, 2.;
152.trofimov;;taxi.trofimov@yandex.ru;Нижний Новгород и область;ул. Московское шоссе, 105, корп. 8, офис 9.;
ИП Келина Г.П.;;rajabova.nina@yandex.ru;Нижний Новгород и область;;
Перемена;;peremena2312@yandex.ru;Нижний Новгород и область;ул. Ленина пр-т, д. 30В;
ГОСТ НН;;taxopark.gost@yandex.ru;Нижний Новгород и область;г. Чебоксары, ул. П. Лумумбы, д. 8, офис 135;
Либерти;;moseichuk.serg1@yandex.ru;Нижний Новгород и область;;
ЭлитНН;;;Нижний Новгород и область;ул. Гагарина пр-т, д. 25Г, офис 3;
Малинка;;maxmad1987@yandex.ru;Нижний Новгород и область;;
ГИС;;;Нижний Новгород и область;;
ЮМАН;;nikitaegorov.egorov2016@yandex.ru;Нижний Новгород и область;;
Premium Drivers;;premium.drivers@yandex.ru;Нижний Новгород и область;л. Бекетова, д. 13В оф. 110;
Лидер S;;lider-sss@yandex.ru;Нижний Новгород и область;;
АТП «Друзья»;;bmarv.2018@yandex.ru;Нижний Новгород и область;ул. Борская, 17к4, офис 5.;
Такси ДВИЖОК;;7251750@gmail.com;Нижний Новгород и область;;
Народный;;info@taxi-uptime.ru;Нижний Новгород и область;ул. Ульянова 26/11, офис 301.;
Регион21;;pakyr@mail.ru;Нижний Новгород и область;;
2x2;;shakirova4lina@yandex.ru;Новосибирск и область;ул. Николая Островского, 249;
ООО «Пилот»;;l9336100@yandex.ru;Новосибирск и область;ул. Трикотажная, 47к7, офис 1.;
Транспортная компания «Антей»;;lolita@2707070.ru;Новосибирск и область;ул. Кропоткина, 106/2.;
Ковалев;;dmikovalev@yandex.ru;Новосибирск и область;ул.Мира 61а оф.215;
Логан;;zdkaa@yandex.ru;Новосибирск и область;ул. Николая Островского, 195А, офис 6.;
Лучший в городе 54;;taxi.autopark@yandex.ru;Новосибирск и область;ул. Троллейная, 85.;
ИП Генджоян;;auto-arenda84@yandex.ru;Новосибирск и область;ул. Кропоткина, д.505, 2 этаж;
Магнит;;Magnirrodnik@ya.ru;Новосибирск и область;ул. Коминтерна, 166/3.;
ИП Денисова;;nadezhdaden@yandex.ru;Новосибирск и область;;
Руднев В.В;;rudnew.vova2014@yandex.ru;Новосибирск и область;ул. А. Лежена, 15, офис 1.;
Т54;;ishtrauh.a@yandex.ru;Новосибирск и область;;
Автопарк 54;;D2771922@yandex.ru;Новосибирск и область;;
ДИКСИ;;T89231166556@yandex.ru;Новосибирск и область;;
Фортуна;;ku8ik222@yandex.ru;Новосибирск и область;ул. Ипподромская, 16/1, 3 этаж.;
АвтоДекс;;avtodex@mail.ru;Новосибирск и область;г. Новосибирск, ул. Петухова 67 к. 7;
CITY RENTAL;;prokat54@bk.ru;Новосибирск и область;ул. Федосеева, 11.;
МЕГАПОЛИС;;directgolikova@yandex.ru;Новосибирск и область;ул. Каспийская, 2.;
TAXI SIBIRI;;adylka2014@yandex.ru;Новосибирск и область;;
АртКом;;artkom82@mail.ru;Новосибирск и область;;
Драйв-54;;drive-54@mail.ru;Новосибирск и область;;
ИП Паршин Александр Геннадьевич;;parshin1505@yandex.ru;Новосибирск и область;ул. Никитина, 18А;
ООО «АЛПЕКО»;;manzyakip@yandex.ru;Новосибирск и область;ул. Коперника, 30.;
ООО Фортуна;;saint.svg@yandex.ru;Новосибирск и область;ул. Большевистская, 125к2.;
Магнат;;denfm24@yandex.ru;Новосибирск и область;ул. Залесского, д. 23;
Кабанов НСК;;Taxopark54@gmail.com;Новосибирск и область;ул. Журинская, 80/1, офис 6.;
Инфинити_нск;;Support@regdriver.ru;Новосибирск и область;;
АвтоИмпорт;;;Новосибирск и область;пер. Авиаторов, д.60к4.;
Белков Momentum;;deti286-30-46@mail.ru;Новосибирск и область;;
Местное;;taxi-locative@yandex.ru;Новосибирск и область;ул. Державина, 28, офис 707б;
Успех;;vidmanovaksenia@yandex.ru;Новосибирск и область;ул. Высоцкого, 142/5, офис 31.;
RIO NSK;;ens963636@yandex.ru;Новосибирск и область;ул. Пермитина, д. 24/2, офис 13;
Искра;;;Омск и область;ул. Вокзальная, 8Б.;
VEZZUN Omsk;;taxi333555@bk.ru;Омск и область;г.Омск, ул. 1-я Железнодорожная, 1;
ФартАвто;;Fartavto55@yandex.ru;Омск и область;;
Легион-Омск;;legion-omsk55@yandex.ru;Омск и область;;
Гранд Омск;;agrachev2805@yandex.ru;Омск и область;;
Вертикаль;;palenicvav@yandex.ru;Омск и область;ул. Б. Хмельницкого, 130.;
Борей;;ezdok79@mail.ru;Омск и область;г.Омск, ул.Димитрова, д. 71;
Авангард;;Oks_14.12@mail.ru;Омск и область;ул. Туполева, д. 8/2.;
System-partner;;info@system-partner.ru;Омск и область;ул. Булатова 99, офис 207/1.;
Тайм_Омск;;389988@mail.ru;Омск и область;;
маяк;;Kozhevnikov.nikita@list.ru;Омск и область;ул. Завертяева, 18к4, офис 204.;
More55.ru;;sterevg@yandex.ru;Омск и область;ул. Шебалдина, 60, офис 2.;
BestPark;;BestParkOmsk@yandex.ru;Омск и область;б-р Архитекторов, д. 15;
Линкин Парк;;Shumpark@yandex.ru;Омск и область;;
Моrе55.ru;;kiselevaomsk@yandex.ru;Омск и область;ул. Шебалдина, 60, офис 2.;
Магнит;;tkmagnit55@yandex.ru;Омск и область;ул. 3-я Молодежная, д. 12;
Автолюкс;;89514273578@mail.ru;Омск и область;ул. Мамина Сибиряка, 19.;
NEXT;;seregasavinskkarpov@yandex.ru;Омск и область;;
Для Своих;;marahina.ov@yandex.ru;Омск и область;ул. 3-й Разъезд, д. 2;
U-Driver;;info@u-driver.ru;Омск и область;г. Омск, ул. Ильинская, д. 9, офис 2;
ПРЕМ;;smolnikovair@yandex.ru;Оренбург и область;ул. Яицкая, 1/3 офис 3;
Фортуна;;bryzgalovdn@yandex.ru;Оренбург и область;ул. Мира 3/1;
Ладья #1;;vitali.ronin@yandex.ru;Оренбург и область;ул. Нижний пр-д,  д. 5;
Развитие;;razvitie-orb@yandex.ru;Оренбург и область;ул. Терешковой, 263\4;
SMART;;taxi926855@yandex.ru;Оренбург и область;ул. Победы пр-т, д. 178/1;
Ремми;;remmi56@yandex.ru;Оренбург и область;;
Евразия;;krestaz@yandex.ru;Оренбург и область;;
Командор;;komandororen@yandex.ru;Оренбург и область;ул.Транспортная,2;
Комфорт56;;DrJek@mail.ru;Оренбург и область;ул. Чебеньковская, д. 7;
ООО Лидер;;Kik-13@yandex.ru;Оренбург и область;ул. Шоссейная, д. 3/3;
Автосити;;Taxi787887@mail.ru;Пенза и область;ул.Мальцева, д.5, офис4.;
СЕВик;;suchov58@ya.ru;Пенза и область;ул.Терновского 241;
Такси Европа;;europa11220968-penza@yandex.ru;Пенза и область;ул. Карла Маркса 46;
Автолайф;;avtolife-penza@yandex.ru;Пенза и область;ул.  Металлистов пр-д,  д.2;
Пилот;;pilotpenza58@yandex.ru;Пенза и область;ул. Водопьянова, д. 2;
Волга;;volga4650@yandex.ru;Пенза и область;ул.Свердлова, д. 2Ак2;
ЯТакси58;;yataxi58@yandex.ru;Пенза и область;ул. Складская, д.19;
Мегаполис;;ilina.anzhela.93@yandex.ru;Пенза и область;;
Велта;;n.doku4aev@yandex.ru;Пермь;ул. Героев Хасана, 105АА, офис 10.;
ИП Алёшин Сергей Викторович;;8464890@mail.ru;Пермь;ул. Власова, 15а;
Ride;;ride-perm@mail.ru;Пермь;ул. Светлогорская, 10А.;
КАМА;;Ariaivanova26@yangex.ru;Пермь;ул. Писарева, д. 28;
Phoenix;;paharich-job@yandex.ru;Пермь;ул. Карбышева, 78, офис 88.;
Лидер;;natasha1960si@yandex.ru;Пермь;ул. Писарева, д. 32а, офис 3;
Юкон-Авто;;ukon-taxi@yandex.ru;Пермь;ул. Баумана, 5А, 1 этаж.;
Форвард;;Forwardtax@yandex.ru;Пермь;ул. М. Горького 64 (Forward);
АвтоЛига;;AvtoLiga59@yandex.ru;Пермь;ул. Стахановская, 54Г, офис 310.;
Навигатор-Профи;;petia.stepanenko@yandex.ru;Пермь;ул. Баумана, д.5а, офис 6;
АльянсВестАвто 2;;alliancevestavto2@yandex.ru;Пермь;ул. Карпинского дом 1/а офис 3;
Перевозчик;;park.perevozchik@yandex.ru;Пермь;;
ИП Забродин;;permtax@yandex.ru;Пермь;;
ООО Аверон;;averon.taxi@yandex.ru;Пермь;ул. Чкалова 9Е-630;
Транском;;Transcom1000@yandex.ru;Пермь;;
Трансавто;;ooo.transavto.ru@yandex.ru;Пермь;ул. Переездная, 2, офис 10.;
ЕвроЛайн Карс;;eurolinecars@yandex.ru;Пермь;;
Land perm 59;;taxi.alekc@yandex.ru;Пермь;шоссе Космонавтов 111, Корп. 3, офис 106. Территория Морион;
Автолайт;;28062704@mail.ru;Пермь;;
Комета;;#N/A;Пермь;ул. Уральская, 76А.;
ООО «ВИА-М»;;elkinnn91@yandex.ru;Пермь;ул. Юрша 25/1;
159 Регион;;park.region159@yandex.ru;Пермь;ул. Ченышевского, 1.;
ДРАЙВ;;driveperm2014@yandex.ru;Пермь;ул.Кировоградская, д.38;
ЛЕВЕРНА;;leverna2017@mail.ru;Пермь;ул. Баумана, д. 5а, 2 этаж, офис 7;
Forward;;nadomaslo59@gmail.com;Пермь;ул. Лебедева, д.25Б;
ООО «Навигатор-Пермь»;;navigatorperm2016@mail.ru;Пермь;ул. Букирева, 12 офис 109;
Милениум;;taxi-milenium@yandex.ru;Ростов-на-Дону и область;;
taxi61region;;mr.golovinov@yandex.ru;Ростов-на-Дону и область;ул. Свободы, д.100В ,оф.3;
BTSK2;;taxi.btsk2@yandex.ru;Ростов-на-Дону и область;ул. Пушкина, д. 30;
100 ДОРОГ;;Rodnyeprostori@yandex.ru;Ростов-на-Дону и область;;
ИП Герасимова;;;Ростов-на-Дону и область;;
Armada;;Mushicz91@bk.ru;Ростов-на-Дону и область;ул. Жданова, 15.;
TAG;;tag-taganrog394536@yandex.ru;Ростов-на-Дону и область;ул. Ивана Голубца, д.24, оф. 1;
Зарина;;partners.rnd@yandex.ru;Ростов-на-Дону и область;;
Любимчик;;denisfedorenko57736@gmail.com;Ростов-на-Дону и область;Г.Таганрог ул.Лизы Чайкиной 39/1;
GRDtrans+;;ya.ibragim-rus@yandex.ru;Ростов-на-Дону и область;ул. Михаила Нагибина, 55А.;
Караван;;avdeev.n.a@yandex.ru;Ростов-на-Дону и область;;
Партнер;;partner-ss@yandex.ru;Ростов-на-Дону и область;ул. Комиссаровский пер., д. 145;
Партнёр+;;Timur8907@yandex.ru;Ростов-на-Дону и область;;
Сатурн;;diis9.yankelevich@yandex.ru;Ростов-на-Дону и область;;
ИП Цокарев;;ant-arktida@yandex.ru;Ростов-на-Дону и область;ул. Геологическая, 13, офис 31.;
Автодоставка;;89281010006@mail.ru;Ростов-на-Дону и область;ул. Зорге, 56.;
Ростов;;stanislav.grunin@mail.ru;Ростов-на-Дону и область;;
5 Передача;;pp.azov@yandex.ru;Ростов-на-Дону и область;;
Бриз;;ru.briz.ru@yandex.ru;Ростов-на-Дону и область;;
Городское;;onsoft15212893@yandex.ru;Ростов-на-Дону и область;;
Atlant;;Atlant.rnd.direct@yandex.ru;Ростов-на-Дону и область;;
Фаворит;;Tanya-Fab1981@yandex.ru;Ростов-на-Дону и область;;
FENIX;;feniks-taksi@yandex.ru;Ростов-на-Дону и область;;
Бизнес Партнёр;;partner@taxist.ru;Ростов-на-Дону и область;;
Моё такси;;aleskerova-vika15380157@yandex.ru;Ростов-на-Дону и область;;
Marsel-T;;marsel-t-168@mail.ru;Ростов-на-Дону и область;;
Дельта;;6662270@mail.ru;Ростов-на-Дону и область;;
Авантаж;;;Ростов-на-Дону и область;;
ПОБЕДА+;;ag19071977@yandex.ru;Ростов-на-Дону и область;ул.Горького,д. 240;
ИП Бородавка Максим Николаевич;;Borodavkag12@yandex.ru;Ростов-на-Дону и область;;
Дон Трамп;;info@taxi-tramp.ru;Ростов-на-Дону и область;;
RAO-Rostov;;Info@rao-avto.com;Ростов-на-Дону и область;ул. Победа Революции, 117Г, офис 404.;
Милан;;Peylivanov-denis@yandex.ru;Ростов-на-Дону и область;пр-т Коммунистический,  д.23/4.;
ФАВОРИТ161;;vad161@mail.ru;Ростов-на-Дону и область;ул.Северная 40;
TK Luxcar;;luxcar161@yandex.ru;Ростов-на-Дону и область;ул.Советская, д. 63;
ИП Баблоян М.О.;;ya.taxi.don@yandex.ru;Ростов-на-Дону и область;ул. Московская, д. 63, офис 328.;
Аврора;;Avrora-Taxy@yandex.ru;Ростов-на-Дону и область;;
TARGET;;targetsamara@yandex.ru;Самара и область;ул. Дмитрия Донского д. 17 (мкр.ЮГ-2);
Круиз MOMENTUM;;Igorf50893033@gmail.com;Самара и область;;
SamaraMotors;;SamaraTaxi111@yandex.ru;Самара и область;ул. Революционная, 103, офис 8.;
СамАвто;;taxi@samauto.pro;Самара и область;ул. Солнечная улица, 36А;
Вояж мотор;;Voyajmotor@yandex.ru;Самара и область;ул. Московское шоссе, д. 53, офис 209;
РМ Сервис;;maksim-ivanov-84@bk.ru;Самара и область;ул. Олимпийская, д. 57Г, офис 1;
Максим;;katin.pawel@yandex.ru;Самара и область;;
ООО ЦентрСнаб;;abdullin2001@yandex.ru;Самара и область;ул. Авроры, 110к1, офис 321.;
City Driver;;citydriver.samara@gmail.com;Самара и область;ул. Дачная, 24, офис 203.;
Первый;;andrey.trntv@yandex.ru;Самара и область;ул. Киевская, 1, офис 212А.;
Панкратова;;rhfgbdrf4@yandex.ru;Самара и область;;
ПТК Поволжье;;ptksamara@mail.ru;Самара и область;;
Единый;;vsespon@yandex.ru;Самара и область;ул. Стара Загора, д. 27, 7 этаж, офис 712 б.;
Премиум35;;79212381137@yandex.ru;Самара и область;;
Ветер;;#N/A;Самара и область;;
Форвард;;forvard163st@yandex.ru;Самара и область;ул. Роликовый переулок, д.4А;
Такса;;arestovandre@yandex.ru;Самара и область;ул. Советской Армии, д.70;
CityDriver;;Citydriver163@yandex.ru;Самара и область;ул. Чернореченская, д. 21;
Для Людей;;aum80@mail.ru;Самара и область;ул.Егорова, д.15;
СЭЖ;;89869522363@mail.ru;Самара и область;ул. Аэродромная, 13 Г;
Провинция;;vip.petrov.1973@mail.ru;Самара и область;;
Такси-Ком;;samuber@bk.ru;Самара и область;ул. Московское шоссе, д. 55, офис 513;
Союз;;shuler602streltsov@yandex.ru;Самара и область;;
Соло;;personalsolo@yandex.ru;Самара и область;ул. 22 Партсъезда, д. 207 (БЦ «Олимп»), оф. 29 (этаж 8);
bluess64;;irina-ni-v@yandex.ru;Самара и область;ул. Менделеева дом.16;
Варяг+;;varyagplus@yandex.ru;Самара и область;ул.Ташкентская, д.169, офис 226;
Волга;;taxi.vol@yandex.ru;Самара и область;г. Самара ул. Республиканская 52/32;
ИП Новиков С.В.;;nsergey23@yandex.ru;Самара и область;пр-кт Масленникова,  д.7А;
Конкорд;;konkord.taxi@yandex.ru;Самара и область;пр-кт Масленникова, д. 4, офис 31;
Админ;;89083831551@mail.ru;Самара и область;ул. Лукачёва, 10;
Ракета-Такси;;rocket.taxi.ru@yandex.ru;Санкт-Петербург и область;;
Витабо;;promo@vitabo.ru;Санкт-Петербург и область;ул. Введенского канала БЦ Фарватер, д.7, оф. 411;
Taxi Park Che;;autoprime35@yandex.ru;Санкт-Петербург и область;пр-т Победы, д. 14;
Dux.спб;;plat0n-ash@yandex.ru;Санкт-Петербург и область;ул. Пограничника Гарькавого, 14, корпус 2;
АРМАДА;;armada017@mail.ru;Санкт-Петербург и область;ул. Салова, д. 70, офис 20;
Мегасити;;taximegacity@mail.ru;Санкт-Петербург и область;ул. Ватутина, 19, ЛИТ. А, офис 407;
ООО Реестр Транспортных Средств;;rts9118822@gmail.com;Санкт-Петербург и область;ул. Солдата Корзуна д.1 к.2 оф;
iCar;;Evgeni9872774015@bk.ru;Санкт-Петербург и область;Большой проспект В.О., 83, офис 15;
ТопЛайн;;toplines.pro@yandex.ru;Санкт-Петербург и область;ул. п-к Челиева, д. 11В;
ИП Крылов;;krylovevgeniy@yandex.ru;Санкт-Петербург и область;;
АТП;;srgtrogaleff@yandex.ru;Санкт-Петербург и область;;
ИП Голубев Даниил Дмитриевич;;Golubev181@yandex.ru;Санкт-Петербург и область;;
